"cnes","codmunocor","ano","qtd_leitos","tipo","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","total_internacoes","internacoes_motivo_aborto","internacoes_motivo_parto","internacoes_motivo_intercorrencia_puerperio","internacoes_motivo_intercorrencia_gravidez","internacoes_tipo_de_alta_alta","internacoes_tipo_de_alta_permanencia","internacoes_tipo_de_alta_transferencia","internacoes_tipo_de_alta_morte","internacoes_tipo_de_alta_administrativa","internacoes_amiu","internacoes_curetagem","internacoes_aborto_legal","internacoes_parto_acompanhante"
2184680,315550,2023,"menos_50","publico","Rio Paranaíba","Minas Gerais","Sudeste",31082,"Sao Gotardo",31082,"NOROESTE",6,0,6,0,0,6,0,0,0,0,0,0,0,5
2185563,313270,2018,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",422,24,342,2,54,419,0,3,0,0,0,23,0,292
2185563,313270,2019,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",375,21,294,5,55,372,0,3,0,0,0,21,0,269
2185563,313270,2020,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",234,8,200,3,23,232,0,2,0,0,2,5,0,191
2185563,313270,2021,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",254,11,210,2,31,249,1,4,0,0,1,10,0,204
2185563,313270,2022,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",415,19,294,3,99,411,0,4,0,0,1,16,0,288
2185563,313270,2023,"50_mais","misto","Itambacuri","Minas Gerais","Sudeste",31096,"Itambacuri",31096,"NORDESTE",286,7,204,3,72,282,0,4,0,0,1,6,0,198
2191164,311860,2018,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",5538,427,4742,71,298,5516,3,19,0,0,86,271,4,4580
2191164,311860,2019,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",5779,498,4868,112,301,5727,3,23,0,26,9,411,1,4635
2191164,311860,2020,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",5304,382,4483,79,360,5210,5,47,1,41,2,305,0,4259
2191164,311860,2021,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",4949,345,4164,70,370,4869,1,56,0,23,0,273,1,3997
2191164,311860,2022,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",4868,364,4007,61,436,4788,3,47,0,30,31,260,0,3860
2191164,311860,2023,"50_mais","publico","Contagem","Minas Gerais","Sudeste",31018,"Contagem",31018,"CENTRO",4868,358,3964,72,475,4796,2,35,2,33,76,217,0,3808
2192012,312230,2018,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192012,312230,2019,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192012,312230,2020,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192012,312230,2021,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192012,312230,2022,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192012,312230,2023,"50_mais","privado","Divinópolis","Minas Gerais","Sudeste",31086,"Divinopolis",31086,"OESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192020,311120,2018,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",764,74,565,9,116,756,1,7,0,0,5,61,0,332
2192020,311120,2019,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",794,68,569,24,133,791,1,2,0,0,10,50,0,378
2192020,311120,2020,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",740,84,535,11,110,733,4,2,0,1,15,64,0,470
2192020,311120,2021,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",698,76,528,9,85,695,1,1,1,0,3,71,1,417
2192020,311120,2022,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",702,64,539,12,87,693,1,8,0,0,0,60,0,423
2192020,311120,2023,"50_mais","misto","Campo Belo","Minas Gerais","Sudeste",31089,"Campo Belo",31089,"OESTE",663,63,518,1,81,651,0,12,0,0,0,58,0,422
2192128,315990,2018,"menos_50","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",134,5,128,0,1,133,0,1,0,0,0,5,0,128
2192128,315990,2019,"menos_50","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",156,9,141,1,5,156,0,0,0,0,0,9,0,140
2192128,315990,2020,"50_mais","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",139,5,132,0,2,139,0,0,0,0,0,5,0,132
2192128,315990,2021,"50_mais","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",143,8,133,0,2,143,0,0,0,0,0,7,0,132
2192128,315990,2022,"menos_50","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",124,8,115,0,1,124,0,0,0,0,4,2,0,114
2192128,315990,2023,"menos_50","misto","Santo Antônio do Amparo","Minas Gerais","Sudeste",31088,"Oliveira Santo Antonio Do Amparo",31088,"OESTE",123,2,119,1,1,123,0,0,0,0,1,1,0,119
2192896,310620,2018,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",3774,513,2967,39,255,3753,14,6,0,1,128,312,7,2515
2192896,310620,2019,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",3762,526,2930,58,248,3738,17,4,3,0,110,345,8,2477
2192896,310620,2020,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",3236,458,2515,38,225,3218,14,3,1,0,123,264,20,2094
2192896,310620,2021,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",2890,381,2302,34,173,2855,30,3,2,0,145,184,7,1421
2192896,310620,2022,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",2786,371,2156,38,221,2755,22,6,3,0,92,219,19,1238
2192896,310620,2023,"50_mais","publico","Belo Horizonte","Minas Gerais","Sudeste",31016,"Belo Horizonte Nova Lima Santa Luzia",31016,"CENTRO",2553,323,1952,30,248,2499,48,4,2,0,89,170,14,1668
2194937,311580,2018,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194937,311580,2019,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",7,0,6,0,1,7,0,0,0,0,0,0,0,6
2194937,311580,2020,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",10,0,8,0,2,10,0,0,0,0,0,0,0,5
2194937,311580,2021,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",27,1,24,0,2,27,0,0,0,0,0,1,0,21
2194937,311580,2022,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",15,0,15,0,0,15,0,0,0,0,0,0,0,3
2194937,311580,2023,"menos_50","publico","Centralina","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",7,0,6,0,1,7,0,0,0,0,0,0,0,0
2195224,315110,2018,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",33,0,26,1,6,33,0,0,0,0,0,0,0,17
2195224,315110,2019,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",86,5,78,1,2,84,0,2,0,0,0,4,0,71
2195224,315110,2020,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",96,1,81,0,14,94,0,2,0,0,0,1,0,74
2195224,315110,2021,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",78,4,65,0,9,77,0,1,0,0,0,4,0,64
2195224,315110,2022,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",77,2,64,0,11,77,0,0,0,0,0,2,0,60
2195224,315110,2023,"menos_50","publico","Pirapetinga","Minas Gerais","Sudeste",31041,"Alem Paraiba",31041,"SUDESTE",74,3,64,0,7,72,0,2,0,0,0,3,0,62
2195437,316990,2018,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1913,196,1573,11,133,1912,0,1,0,0,1,179,0,1563
2195437,316990,2019,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1932,178,1606,9,139,1927,2,2,1,0,5,148,0,1583
2195437,316990,2020,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1837,131,1566,19,121,1830,1,4,2,0,0,123,0,1493
2195437,316990,2021,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1867,162,1577,14,114,1862,1,3,0,1,2,142,0,1515
2195437,316990,2022,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1916,157,1623,7,129,1912,0,3,1,0,1,140,0,1553
2195437,316990,2023,"50_mais","misto","Ubá","Minas Gerais","Sudeste",31048,"Uba",31048,"SUDESTE",1933,175,1598,18,142,1923,4,2,1,3,4,155,0,1537
2195585,317010,2018,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1869,180,1484,27,178,1854,6,8,1,0,0,167,1,1434
2195585,317010,2019,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1762,139,1429,20,174,1745,7,10,0,0,0,133,0,1373
2195585,317010,2020,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1768,172,1476,14,107,1757,2,5,4,0,0,159,0,1402
2195585,317010,2021,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1640,117,1396,16,111,1631,1,8,0,0,0,111,0,1354
2195585,317010,2022,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1600,135,1288,19,158,1585,3,8,1,3,0,121,0,1264
2195585,317010,2023,"50_mais","misto","Uberaba","Minas Gerais","Sudeste",31072,"Uberaba",31072,"TRIANGULO DO SUL",1685,118,1351,22,194,1619,54,5,1,6,1,107,0,1303
2196972,314800,2018,"50_mais","misto","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",530,21,503,2,4,529,0,1,0,0,0,19,0,482
2196972,314800,2019,"50_mais","misto","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",936,20,884,14,18,934,2,0,0,0,0,17,0,577
2196972,314800,2020,"50_mais","misto","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",754,15,728,7,4,751,2,0,1,0,1,13,0,499
2196972,314800,2021,"50_mais","misto","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",446,5,436,2,3,446,0,0,0,0,0,5,0,435
2196972,314800,2022,"50_mais","misto","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2018,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2019,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2020,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2021,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2022,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197014,314800,2023,"50_mais","privado","Patos de Minas","Minas Gerais","Sudeste",31057,"Patos De Minas",31057,"NOROESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197693,311930,2018,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",330,23,274,2,31,328,0,2,0,0,0,20,0,268
2197693,311930,2019,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",320,27,271,1,21,320,0,0,0,0,0,25,0,260
2197693,311930,2020,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",282,20,241,1,20,282,0,0,0,0,0,17,0,235
2197693,311930,2021,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",265,17,223,0,25,265,0,0,0,0,0,11,0,205
2197693,311930,2022,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",200,22,155,3,20,198,0,2,0,0,0,17,1,139
2197693,311930,2023,"menos_50","misto","Coromandel","Minas Gerais","Sudeste",31074,"Patrocinio Monte Carmelo",31074,"TRIANGULO DO NORTE",191,13,165,2,11,189,0,1,1,0,0,12,0,158
2200481,311840,2018,"menos_50","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",139,4,134,1,0,139,0,0,0,0,1,3,0,0
2200481,311840,2019,"50_mais","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",36,0,36,0,0,36,0,0,0,0,0,0,0,0
2200481,311840,2020,"50_mais","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",4,0,4,0,0,4,0,0,0,0,0,0,0,0
2200481,311840,2021,"50_mais","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",27,2,21,1,3,26,0,0,1,0,0,2,0,0
2200481,311840,2022,"50_mais","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",22,0,18,1,3,22,0,0,0,0,0,0,0,0
2200481,311840,2023,"50_mais","misto","Conselheiro Pena","Minas Gerais","Sudeste",31040,"Resplendor",31040,"LESTE",14,1,13,0,0,14,0,0,0,0,0,1,0,0
2200902,313420,2018,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1161,72,842,6,241,1135,1,24,1,0,3,66,0,567
2200902,313420,2019,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1149,73,829,8,239,1129,0,19,1,0,3,64,0,682
2200902,313420,2020,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1138,79,783,9,267,1127,0,11,0,0,11,60,0,572
2200902,313420,2021,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1115,62,755,15,283,1101,0,13,1,0,7,50,0,502
2200902,313420,2022,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1248,69,803,9,367,1220,0,21,6,1,11,52,0,673
2200902,313420,2023,"50_mais","misto","Ituiutaba","Minas Gerais","Sudeste",31073,"Ituiutaba",31073,"TRIANGULO DO NORTE",1300,72,861,11,356,1266,0,24,10,0,12,50,0,751
2200945,314000,2018,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",782,89,596,2,95,772,0,10,0,0,0,80,0,566
2200945,314000,2019,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",897,60,698,11,128,889,0,8,0,0,0,51,0,677
2200945,314000,2020,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",713,35,582,5,91,702,1,7,2,1,0,29,0,557
2200945,314000,2021,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",714,57,589,9,59,708,0,6,0,0,0,43,0,570
2200945,314000,2022,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",657,70,505,4,78,644,1,11,1,0,0,53,0,489
2200945,314000,2023,"50_mais","misto","Mariana","Minas Gerais","Sudeste",31022,"Ouro Preto",31022,"CENTRO",695,64,548,3,80,683,0,11,0,1,0,54,0,523
2201542,313440,2023,"menos_50","publico","Iturama","Minas Gerais","Sudeste",31071,"Frutal   Iturama",31071,"TRIANGULO DO SUL",2,0,0,1,1,0,0,2,0,0,0,0,0,0
2202638,310210,2018,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2202638,310210,2019,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202638,310210,2020,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202638,310210,2021,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202638,310210,2022,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",1,0,0,0,1,1,0,0,0,0,0,0,0,0
2202638,310210,2023,"menos_50","misto","Alto Rio Doce","Minas Gerais","Sudeste",31013,"Barbacena",31013,"CENTRO SUL",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202883,312760,2018,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",22,2,4,0,16,22,0,0,0,0,1,1,0,2
2202883,312760,2019,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",8,1,3,0,4,8,0,0,0,0,0,1,0,3
2202883,312760,2020,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",16,1,2,0,13,16,0,0,0,0,0,1,0,1
2202883,312760,2021,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",17,1,4,0,12,17,0,0,0,0,0,1,0,2
2202883,312760,2022,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",9,1,1,0,7,8,1,0,0,0,0,1,0,0
2202883,312760,2023,"menos_50","misto","Gouveia","Minas Gerais","Sudeste",31026,"Diamantina Itamarandiba",31026,"JEQUITINHONHA",4,1,0,0,3,4,0,0,0,0,0,1,0,0
2202891,316710,2018,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",434,36,362,3,33,432,0,2,0,0,0,34,0,333
2202891,316710,2019,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",459,44,384,6,25,457,0,2,0,0,0,40,0,372
2202891,316710,2020,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",485,39,368,3,75,476,1,8,0,0,0,34,0,344
2202891,316710,2021,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",405,24,334,4,43,401,0,4,0,0,0,22,0,322
2202891,316710,2022,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",346,30,283,0,33,343,0,3,0,0,0,26,0,275
2202891,316710,2023,"50_mais","misto","Serro","Minas Gerais","Sudeste",31095,"Serro",31095,"JEQUITINHONHA",379,32,297,5,45,371,0,8,0,0,0,28,0,289
2204622,313520,2018,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",1179,42,1110,7,20,1177,0,2,0,0,0,38,0,1078
2204622,313520,2019,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",935,20,897,4,14,930,0,4,1,0,1,17,0,870
2204622,313520,2020,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",1015,29,967,7,12,1009,0,6,0,0,0,21,0,933
2204622,313520,2021,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",1176,46,1106,4,20,1169,0,7,0,0,0,41,0,996
2204622,313520,2022,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",1120,49,1059,3,9,1113,0,7,0,0,1,44,0,933
2204622,313520,2023,"50_mais","publico","Januária","Minas Gerais","Sudeste",31053,"Januaria",31053,"NORTE",1114,44,1038,7,25,1101,0,13,0,0,0,32,0,986
2204649,315700,2018,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",889,93,741,3,52,875,0,14,0,0,0,87,0,715
2204649,315700,2019,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",777,85,632,3,57,772,0,5,0,0,0,83,0,607
2204649,315700,2020,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",734,81,613,1,39,729,2,3,0,0,0,74,0,545
2204649,315700,2021,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",795,98,619,1,77,780,1,14,0,0,0,94,0,576
2204649,315700,2022,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",746,95,592,2,57,732,2,11,1,0,0,90,0,562
2204649,315700,2023,"50_mais","publico","Salinas","Minas Gerais","Sudeste",31098,"Salinas",31098,"NORTE",698,64,592,0,42,689,0,8,1,0,0,63,1,554
2205009,311100,2018,"menos_50","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",77,10,52,0,15,77,0,0,0,0,0,10,0,5
2205009,311100,2019,"menos_50","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",71,6,56,0,9,71,0,0,0,0,0,6,0,36
2205009,311100,2020,"menos_50","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",64,5,48,0,11,64,0,0,0,0,0,3,0,20
2205009,311100,2021,"50_mais","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",68,6,56,1,5,68,0,0,0,0,0,6,0,43
2205009,311100,2022,"menos_50","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",61,4,54,1,2,61,0,0,0,0,0,4,0,12
2205009,311100,2023,"menos_50","misto","Campestre","Minas Gerais","Sudeste",31001,"Alfenas Machado",31001,"SUDOESTE",60,2,56,0,2,60,0,0,0,0,0,0,0,49
2205440,313130,2018,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4846,347,4130,48,321,4826,19,0,1,0,275,54,0,4098
2205440,313130,2019,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4780,319,4078,44,339,4763,14,2,1,0,251,38,0,4041
2205440,313130,2020,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4459,235,3960,54,210,4438,16,3,2,0,142,67,0,3919
2205440,313130,2021,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4355,249,3896,44,166,4338,16,1,0,0,188,32,0,3870
2205440,313130,2022,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4128,233,3692,44,159,4102,25,0,1,0,157,41,0,3650
2205440,313130,2023,"50_mais","misto","Ipatinga","Minas Gerais","Sudeste",31037,"Ipatinga",31037,"VALE DO ACO",4260,217,3770,76,197,4242,18,0,0,0,150,39,0,3723
2205866,312780,2018,"menos_50","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",20,0,15,0,5,20,0,0,0,0,0,0,0,15
2205866,312780,2019,"menos_50","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",20,0,11,1,8,20,0,0,0,0,0,0,0,9
2205866,312780,2020,"menos_50","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",21,1,16,0,4,21,0,0,0,0,0,1,0,13
2205866,312780,2021,"50_mais","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",15,0,11,0,4,14,0,1,0,0,0,0,0,9
2205866,312780,2022,"50_mais","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",7,0,5,0,2,7,0,0,0,0,0,0,0,2
2205866,312780,2023,"50_mais","misto","Grão Mogol","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",16,0,8,2,6,16,0,0,0,0,0,0,0,5
2205890,311270,2018,"menos_50","misto","Capitão Enéas","Minas Gerais","Sudeste",31051,"Francisco Sa",31051,"NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
