"cnes","codmunocor","ano","qtd_leitos","tipo","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","total_internacoes","internacoes_motivo_aborto","internacoes_motivo_parto","internacoes_motivo_intercorrencia_gravidez","internacoes_motivo_intercorrencia_puerperio","internacoes_tipo_de_alta_alta","internacoes_tipo_de_alta_permanencia","internacoes_tipo_de_alta_transferencia","internacoes_tipo_de_alta_morte","internacoes_tipo_de_alta_administrativa","internacoes_amiu","internacoes_curetagem","internacoes_parto_acompanhante","internacoes_aborto_legal"
2305534,421080,2022,"50_mais","misto","Meleiro","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",2,0,0,2,0,2,0,0,0,0,0,0,0,0
2305534,421080,2023,"50_mais","misto","Meleiro","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",3,0,0,3,1,3,0,0,0,0,0,0,0,0
2305623,421380,2018,"menos_50","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",12,0,11,1,1,11,0,1,0,0,0,0,0,0
2305623,421380,2019,"menos_50","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",3,0,2,1,0,3,0,0,0,0,0,0,0,0
2305623,421380,2020,"50_mais","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",4,0,4,0,0,4,0,0,0,0,0,0,0,0
2305623,421380,2021,"50_mais","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",4,0,3,1,0,4,0,0,0,0,0,0,0,0
2305623,421380,2022,"50_mais","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",2,0,1,1,0,2,0,0,0,0,0,0,0,0
2305623,421380,2023,"50_mais","misto","Praia Grande","Santa Catarina","Sul",42014,"Extremo Sul Catarinense",42014,"SUL",1,0,0,1,1,1,0,0,0,0,0,0,0,0
2306336,420890,2018,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306336,420890,2019,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306336,420890,2020,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",2,1,0,1,1,1,1,0,0,0,0,0,0,0
2306336,420890,2021,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306336,420890,2022,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",1,0,0,1,0,1,0,0,0,0,0,0,0,0
2306344,420890,2018,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",2547,219,2184,427,25,2531,4,12,0,0,0,219,0,0
2306344,420890,2019,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",2543,218,2179,410,20,2526,10,7,0,0,0,192,0,0
2306344,420890,2020,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",2612,212,2205,377,22,2589,16,6,1,0,0,200,0,0
2306344,420890,2021,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",2946,238,2399,411,33,2910,30,4,2,0,1,215,0,0
2306344,420890,2022,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",3165,226,2659,382,42,3127,22,15,0,1,0,194,0,0
2306344,420890,2023,"50_mais","misto","Jaraguá do Sul","Santa Catarina","Sul",42017,"Vale Do Itapocu",42017,"PLANALTO NORTE E NORDESTE",3152,216,2694,330,46,3126,18,8,0,0,0,189,0,0
2306697,210340,2018,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1459,123,1178,207,6,1458,0,1,0,0,0,122,0,0
2306697,210340,2019,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1394,126,1173,149,16,1390,0,4,0,0,0,127,0,0
2306697,210340,2020,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1091,98,932,99,5,1088,0,1,2,0,0,102,0,0
2306697,210340,2021,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1095,75,968,80,11,1092,0,3,0,0,0,75,0,0
2306697,210340,2022,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1003,92,839,131,6,1001,0,2,0,0,0,93,0,0
2306697,210340,2023,"50_mais","publico","Coelho Neto","Maranhão","Nordeste",21005,"Caxias",21005,"MACRORREGIAO LESTE",1194,82,1040,183,7,1188,0,5,1,0,0,83,0,0
2307049,210920,2018,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",68,0,59,9,2,68,0,0,0,0,0,0,0,0
2307049,210920,2019,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307049,210920,2020,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2307049,210920,2021,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",64,0,57,7,0,62,0,2,0,0,0,0,0,0
2307049,210920,2022,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",75,1,66,8,2,73,0,2,0,0,2,0,0,0
2307049,210920,2023,"menos_50","publico","Presidente Juscelino","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",82,0,75,7,1,79,0,3,0,0,0,0,0,0
2307154,210900,2018,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",871,85,783,3,4,871,0,0,0,0,1,79,0,0
2307154,210900,2019,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",820,89,727,5,4,820,0,0,0,0,20,63,0,0
2307154,210900,2020,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",784,57,671,56,56,784,0,0,0,0,2,52,0,0
2307154,210900,2021,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",931,61,799,80,8,931,0,0,0,0,0,62,0,0
2307154,210900,2022,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",876,60,767,50,3,875,0,1,0,0,0,53,0,0
2307154,210900,2023,"50_mais","publico","Porto Franco","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",866,63,736,68,4,865,0,0,1,0,0,54,0,0
2307510,210270,2018,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",101,6,95,0,0,101,0,0,0,0,0,6,0,0
2307510,210270,2019,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",102,9,93,0,0,102,0,0,0,0,0,9,0,0
2307510,210270,2020,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",159,12,145,2,0,159,0,0,0,0,0,12,0,0
2307510,210270,2021,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",78,3,73,2,0,76,0,1,1,0,1,1,0,0
2307510,210270,2022,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",46,0,46,9,0,44,0,2,0,0,0,0,0,0
2307510,210270,2023,"50_mais","publico","Cantanhede","Maranhão","Nordeste",21009,"Itapecuru Mirim",21009,"MACRORREGIAO NORTE",191,5,184,70,2,191,0,0,0,0,0,4,0,0
2307707,210580,2018,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",227,11,207,13,5,227,0,0,0,0,0,11,0,0
2307707,210580,2019,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",135,3,125,11,1,135,0,0,0,0,0,3,0,0
2307707,210580,2020,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",47,0,45,2,0,46,0,1,0,0,0,0,0,0
2307707,210580,2021,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",69,0,61,8,2,67,0,2,0,0,0,0,0,0
2307707,210580,2022,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",75,2,66,7,2,75,0,0,0,0,0,2,0,0
2307707,210580,2023,"menos_50","publico","Lago do Junco","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",71,2,65,4,0,71,0,0,0,0,0,2,0,0
2307898,210230,2018,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",439,26,398,15,3,439,0,0,0,0,5,21,0,0
2307898,210230,2019,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",301,17,263,24,3,301,0,0,0,0,5,11,0,0
2307898,210230,2020,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",213,10,195,8,2,212,0,1,0,0,2,9,0,0
2307898,210230,2021,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",104,5,96,3,1,104,0,0,0,0,2,3,0,0
2307898,210230,2022,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",74,9,57,8,1,72,0,2,0,0,1,8,0,0
2307898,210230,2023,"menos_50","publico","Buriti Bravo","Maranhão","Nordeste",21015,"Sao Joao Dos Patos",21015,"MACRORREGIAO LESTE",76,9,63,4,2,74,0,2,0,0,0,9,0,0
2308061,210890,2018,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",126,1,117,8,1,126,0,0,0,0,0,2,0,0
2308061,210890,2019,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",146,6,131,10,2,146,0,0,0,0,0,6,0,0
2308061,210890,2020,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",108,2,101,5,3,108,0,0,0,0,0,3,0,0
2308061,210890,2021,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",121,7,103,11,2,121,0,0,0,0,0,7,0,0
2308061,210890,2022,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",29,0,22,7,1,29,0,0,0,0,0,0,0,0
2308061,210890,2023,"menos_50","publico","Poção de Pedras","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",55,3,50,3,0,55,0,0,0,0,0,2,0,0
2308231,211130,2018,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308231,211130,2019,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308231,211130,2020,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308231,211130,2021,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308231,211130,2022,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308231,211130,2023,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2018,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2019,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2020,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2021,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2022,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308576,211130,2023,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2018,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2019,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2020,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2021,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2022,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308649,211130,2023,"menos_50","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308665,211130,2018,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308665,211130,2019,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308665,211130,2020,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308908,210110,2018,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",57,1,52,4,1,57,0,0,0,0,0,1,0,0
2308908,210110,2019,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",14,0,13,1,0,14,0,0,0,0,0,0,0,0
2308908,210110,2020,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",30,0,29,1,0,30,0,0,0,0,0,0,0,0
2308908,210110,2021,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",41,0,39,2,0,41,0,0,0,0,0,0,0,0
2308908,210110,2022,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",37,0,32,6,0,36,0,1,0,0,0,0,0,0
2308908,210110,2023,"menos_50","publico","Axixá","Maranhão","Nordeste",21013,"Rosario",21013,"MACRORREGIAO NORTE",36,0,30,6,1,35,0,1,0,0,0,0,0,0
2308983,211130,2023,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309149,211130,2018,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309149,211130,2019,"50_mais","privado","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309254,211130,2018,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",5773,222,4951,936,119,5715,3,31,11,13,14,117,0,0
2309254,211130,2019,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",5437,206,4210,1064,118,5376,4,31,7,19,12,128,0,1
2309254,211130,2020,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",5547,280,4334,1693,139,5475,7,26,18,21,8,219,0,1
2309254,211130,2021,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",6631,368,5235,1421,166,5986,5,613,19,8,6,274,0,3
2309254,211130,2022,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",6367,396,5166,1295,140,6201,11,143,9,3,14,274,0,1
2309254,211130,2023,"50_mais","publico","São Luís","Maranhão","Nordeste",21016,"Sao Luis",21016,"MACRORREGIAO NORTE",6214,402,5016,1825,156,6173,5,23,8,5,13,295,0,5
2309513,210630,2018,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",48,1,44,3,0,48,0,0,0,0,0,1,0,0
2309513,210630,2019,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",8,0,5,4,2,8,0,0,0,0,0,0,0,0
2309513,210630,2020,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",27,0,18,10,3,27,0,0,0,0,0,0,0,0
2309513,210630,2021,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",52,2,35,16,3,52,0,0,0,0,0,2,0,0
2309513,210630,2022,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",61,1,41,20,2,61,0,0,0,0,0,0,0,0
2309513,210630,2023,"menos_50","publico","Magalhães de Almeida","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",55,0,41,14,0,55,0,0,0,0,0,0,0,0
2309580,210080,2018,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",208,17,187,14,1,208,0,0,0,0,0,16,0,0
2309580,210080,2019,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",241,20,211,11,2,241,0,0,0,0,5,15,0,0
2309580,210080,2020,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",261,12,236,14,0,260,0,1,0,0,1,12,0,0
2309580,210080,2021,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",368,11,339,18,4,352,0,16,0,0,0,12,0,0
2309580,210080,2022,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",152,4,145,4,0,148,0,4,0,0,4,0,0,0
2309580,210080,2023,"menos_50","publico","Anapurus","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",211,5,201,5,0,208,0,3,0,0,5,0,0,0
2309602,211140,2018,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",82,1,71,10,0,82,0,0,0,0,0,1,0,0
2309602,211140,2019,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",96,0,88,9,1,96,0,0,0,0,0,0,0,0
2309602,211140,2020,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",55,1,40,14,1,54,0,1,0,0,1,0,0,0
2309602,211140,2021,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",99,2,89,8,2,98,0,1,0,0,0,2,0,0
2309602,211140,2022,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",93,1,75,17,0,92,0,1,0,0,0,1,0,0
2309602,211140,2023,"menos_50","publico","São Luís Gonzaga do Maranhão","Maranhão","Nordeste",21002,"Bacabal",21002,"MACRORREGIAO NORTE",92,1,71,20,1,92,0,0,0,0,0,1,0,0
2310805,211223,2018,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",53,1,52,0,0,53,0,0,0,0,0,1,0,0
2310805,211223,2019,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310805,211223,2020,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",92,4,88,0,0,92,0,0,0,0,0,4,0,0
2310805,211223,2021,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",215,14,201,0,0,214,0,0,1,0,0,14,0,0
2310805,211223,2022,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",258,13,245,1,0,257,0,1,0,0,0,13,0,0
2310805,211223,2023,"menos_50","publico","Trizidela do Vale","Maranhão","Nordeste",21010,"Pedreiras",21010,"MACRORREGIAO LESTE",261,15,246,0,0,258,0,3,0,0,0,15,0,0
2310821,210405,2018,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",493,13,476,4,3,493,0,0,0,0,0,13,0,0
2310821,210405,2019,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",419,5,407,8,6,419,0,0,0,0,3,2,0,0
2310821,210405,2020,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",429,0,424,5,3,429,0,0,0,0,0,0,0,0
2310821,210405,2021,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",387,14,370,3,4,387,0,0,0,0,0,14,0,0
2310821,210405,2022,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",373,31,336,6,6,373,0,0,0,0,0,30,0,0
2310821,210405,2023,"50_mais","publico","Estreito","Maranhão","Nordeste",21008,"Imperatriz",21008,"MACRORREGIAO SUL",383,29,351,3,3,383,0,0,0,0,0,28,0,0
2310988,211250,2018,"menos_50","misto","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310988,211250,2019,"menos_50","privado","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310988,211250,2020,"menos_50","privado","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310988,211250,2021,"menos_50","privado","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310988,211250,2022,"menos_50","privado","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310988,211250,2023,"menos_50","privado","Tutóia","Maranhão","Nordeste",21006,"Chapadinha",21006,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311127,210317,2021,"menos_50","publico","Centro Novo do Maranhão","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311127,210317,2022,"menos_50","publico","Centro Novo do Maranhão","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311127,210317,2023,"menos_50","publico","Centro Novo do Maranhão","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311305,211003,2018,"50_mais","misto","Santa Luzia do Paruá","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311305,211003,2019,"50_mais","misto","Santa Luzia do Paruá","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311305,211003,2020,"50_mais","misto","Santa Luzia do Paruá","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311305,211003,2021,"50_mais","misto","Santa Luzia do Paruá","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2311313,211003,2021,"50_mais","publico","Santa Luzia do Paruá","Maranhão","Nordeste",21019,"Ze Doca",21019,"MACRORREGIAO NORTE",497,26,445,119,4,495,0,2,0,0,2,23,0,0
