"cnes","codmunocor","ano","qtd_leitos","tipo","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","total_internacoes","internacoes_motivo_aborto","internacoes_motivo_parto","internacoes_motivo_intercorrencia_gravidez","internacoes_motivo_intercorrencia_puerperio","internacoes_tipo_de_alta_alta","internacoes_tipo_de_alta_permanencia","internacoes_tipo_de_alta_transferencia","internacoes_tipo_de_alta_morte","internacoes_tipo_de_alta_administrativa","internacoes_amiu","internacoes_curetagem","internacoes_parto_acompanhante","internacoes_aborto_legal"
2407841,240990,2021,"menos_50","publico","Pendências","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",3,0,2,1,0,3,0,0,0,0,0,0,0,0
2407841,240990,2022,"menos_50","publico","Pendências","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",7,0,7,0,0,7,0,0,0,0,0,0,0,0
2407841,240990,2023,"menos_50","publico","Pendências","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",3,0,3,0,0,3,0,0,0,0,0,0,0,0
2407868,240940,2018,"50_mais","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",1087,0,1087,107,0,1087,0,0,0,0,0,0,0,0
2407868,240940,2019,"50_mais","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",978,0,978,61,0,975,0,3,0,0,0,0,0,0
2407868,240940,2020,"50_mais","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",964,0,964,60,0,963,0,1,0,0,0,0,0,0
2407868,240940,2021,"50_mais","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",675,0,675,2,0,675,0,0,0,0,0,0,0,0
2407868,240940,2022,"50_mais","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",594,0,594,0,0,594,0,0,0,0,0,0,0,0
2407868,240940,2023,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",498,0,498,0,0,498,0,0,0,0,0,0,0,0
2407930,241280,2018,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",6,0,6,0,0,5,0,1,0,0,0,0,0,0
2407930,241280,2019,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",2,0,2,0,0,2,0,0,0,0,0,0,0,0
2407930,241280,2020,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2407930,241280,2021,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",2,0,2,0,0,2,0,0,0,0,0,0,0,0
2407930,241280,2022,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407930,241280,2023,"menos_50","publico","São Rafael","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407973,241460,2018,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",1,0,0,1,0,1,0,0,0,0,0,0,0,0
2407973,241460,2019,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407973,241460,2020,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407973,241460,2021,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407973,241460,2022,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407973,241460,2023,"menos_50","publico","Upanema","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408023,240080,2018,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",6,0,5,1,0,6,0,0,0,0,0,0,0,0
2408023,240080,2019,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",9,0,8,1,1,9,0,0,0,0,0,0,0,0
2408023,240080,2020,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",4,0,4,1,0,4,0,0,0,0,0,0,0,0
2408023,240080,2021,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",4,0,4,0,0,4,0,0,0,0,0,0,0,0
2408023,240080,2022,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",17,0,17,5,0,17,0,0,0,0,0,0,0,0
2408023,240080,2023,"menos_50","publico","Angicos","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",29,1,28,6,0,28,0,1,0,0,0,1,0,0
2408082,241445,2018,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408082,241445,2019,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408082,241445,2020,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408082,241445,2021,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2408082,241445,2022,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408082,241445,2023,"menos_50","publico","Triunfo Potiguar","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408139,240930,2018,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",62,0,62,0,0,62,0,0,0,0,0,0,0,0
2408139,240930,2019,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",75,0,75,0,0,75,0,0,0,0,0,0,0,0
2408139,240930,2020,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",49,0,49,0,0,49,0,0,0,0,0,0,0,0
2408139,240930,2021,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2408139,240930,2022,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",2,0,2,0,0,2,0,0,0,0,0,0,0,0
2408139,240930,2023,"menos_50","publico","Patu","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408570,240810,2018,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",5480,366,4523,2340,83,5433,32,9,4,2,6,338,0,0
2408570,240810,2019,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",4605,197,3674,2117,105,4501,78,20,5,1,2,152,0,0
2408570,240810,2020,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",3969,136,3007,2100,114,3837,99,20,2,11,1,82,0,0
2408570,240810,2021,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",4777,119,3599,2534,114,4679,65,24,6,3,0,68,0,0
2408570,240810,2022,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",3959,121,2853,2188,110,3809,120,17,9,4,0,44,0,0
2408570,240810,2023,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",3900,113,2715,2970,150,3735,144,17,4,0,0,55,0,0
2409208,240810,2018,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",5004,387,3647,3217,122,4857,105,38,4,0,226,174,0,0
2409208,240810,2019,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",4603,279,3380,3163,147,4414,150,34,4,1,77,149,0,0
2409208,240810,2020,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",5166,265,4025,3628,157,4981,140,44,0,1,98,124,0,0
2409208,240810,2021,"50_mais","publico","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",5503,237,4318,4423,129,5272,198,28,4,1,47,97,0,1
2409208,240810,2022,"50_mais","misto","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",4795,225,3646,3761,82,4520,251,20,2,2,53,109,0,0
2409208,240810,2023,"50_mais","misto","Natal","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",4510,190,3467,3512,91,4233,243,28,4,2,38,72,0,2
2409275,240940,2018,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",949,109,813,126,2,944,0,5,0,0,0,97,0,0
2409275,240940,2019,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",1073,169,881,123,3,1070,0,2,1,0,0,158,0,0
2409275,240940,2020,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",999,192,798,128,2,998,0,1,0,0,0,178,0,0
2409275,240940,2021,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",1006,212,779,109,2,1001,0,3,2,0,0,204,0,0
2409275,240940,2022,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",1004,246,743,125,4,1003,0,1,0,0,6,226,0,0
2409275,240940,2023,"50_mais","publico","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",956,249,691,120,3,953,1,2,0,0,62,162,0,0
2409283,240360,2018,"menos_50","publico","Extremoz","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409283,240360,2019,"menos_50","publico","Extremoz","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409283,240360,2020,"menos_50","publico","Extremoz","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409283,240360,2021,"menos_50","publico","Extremoz","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",2,0,0,2,2,2,0,0,0,0,0,0,0,0
2409283,240360,2022,"menos_50","publico","Extremoz","Rio Grande do Norte","Nordeste",24007,"7ª Regiao De Saude - Metropolitana",24007,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409399,241020,2018,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",2,0,0,2,0,2,0,0,0,0,0,0,0,0
2409399,241020,2019,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",11,0,11,0,0,11,0,0,0,0,0,0,0,0
2409399,241020,2020,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",10,0,10,0,0,10,0,0,0,0,0,0,0,0
2409399,241020,2021,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409399,241020,2022,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409399,241020,2023,"menos_50","misto","Portalegre","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409550,240090,2018,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409550,240090,2019,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409550,240090,2020,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",10,0,10,0,0,10,0,0,0,0,0,0,0,0
2409550,240090,2021,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",4,0,4,0,0,4,0,0,0,0,0,0,0,0
2409550,240090,2022,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",33,0,33,0,0,33,0,0,0,0,0,0,0,0
2409550,240090,2023,"menos_50","publico","Antônio Martins","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",19,0,18,1,1,19,0,0,0,0,0,0,0,0
2409658,240940,2018,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",2,0,2,0,0,2,0,0,0,0,0,0,0,0
2409658,240940,2019,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409658,240940,2020,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409658,240940,2021,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",109,0,109,11,0,109,0,0,0,0,0,0,0,0
2409658,240940,2022,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",249,0,249,11,1,249,0,0,0,0,0,0,0,0
2409658,240940,2023,"menos_50","misto","Pau dos Ferros","Rio Grande do Norte","Nordeste",24006,"6ª Regiao De Saude - Pau Dos Ferros",24006,"MACRORREGIAO II",329,0,329,1,0,329,0,0,0,0,0,0,0,0
2409895,240560,2018,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409895,240560,2019,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2409895,240560,2020,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2409895,240560,2021,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",2,0,2,0,0,2,0,0,0,0,0,0,0,0
2409895,240560,2022,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409895,240560,2023,"menos_50","publico","Jardim de Piranhas","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409992,240250,2018,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",3,0,3,0,0,3,0,0,0,0,0,0,0,0
2409992,240250,2019,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409992,240250,2020,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409992,240250,2021,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409992,240250,2022,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409992,240250,2023,"menos_50","publico","Carnaubais","Rio Grande do Norte","Nordeste",24008,"8ª Regiao De Saude - Acu",24008,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410052,240340,2018,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2410052,240340,2019,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410052,240340,2020,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410052,240340,2021,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",2,0,1,1,0,2,0,0,0,0,0,0,0,0
2410052,240340,2022,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410052,240340,2023,"menos_50","publico","Equador","Rio Grande do Norte","Nordeste",24004,"4ª Regiao De Saude - Caico",24004,"MACRORREGIAO I",5,0,5,0,0,4,0,1,0,0,0,0,0,0
2410141,240230,2018,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",229,5,224,0,0,229,0,0,0,0,0,6,0,0
2410141,240230,2019,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",230,12,216,2,0,230,0,0,0,0,0,12,0,0
2410141,240230,2020,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",230,1,229,0,0,229,0,0,1,0,0,1,0,0
2410141,240230,2021,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",65,1,64,0,0,65,0,0,0,0,0,1,0,0
2410141,240230,2022,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",63,0,62,1,0,63,0,0,0,0,0,0,0,0
2410141,240230,2023,"menos_50","publico","Caraúbas","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",81,0,81,0,0,81,0,0,0,0,0,0,0,0
2410214,240760,2018,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410214,240760,2019,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410214,240760,2020,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410214,240760,2021,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2410214,240760,2022,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410214,240760,2023,"menos_50","publico","Messias Targino","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410222,241335,2018,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410222,241335,2019,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410222,241335,2020,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410222,241335,2021,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",1,0,1,0,0,1,0,0,0,0,0,0,0,0
2410222,241335,2022,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410222,241335,2023,"menos_50","publico","Serra do Mel","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410281,240800,2018,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7915,848,6394,1832,127,7773,128,13,1,0,62,738,0,0
2410281,240800,2019,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7703,748,6384,1812,127,7567,122,11,3,0,57,647,0,0
2410281,240800,2020,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7603,681,6351,1722,109,7468,119,14,2,0,36,604,0,0
2410281,240800,2021,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7786,769,6438,1817,112,7637,134,8,7,0,39,677,0,0
2410281,240800,2022,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7315,737,5820,1857,133,7161,143,7,4,0,50,614,0,0
2410281,240800,2023,"50_mais","misto","Mossoró","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7085,626,5897,1676,105,6930,150,4,1,0,37,557,0,0
2410338,240110,2018,"menos_50","publico","Areia Branca","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",14,0,12,2,0,14,0,0,0,0,0,0,0,0
2410338,240110,2019,"menos_50","publico","Areia Branca","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",7,0,7,0,0,7,0,0,0,0,0,0,0,0
2410338,240110,2020,"menos_50","publico","Areia Branca","Rio Grande do Norte","Nordeste",24002,"2ª Regiao De Saude - Mossoro",24002,"MACRORREGIAO II",13,0,12,1,1,13,0,0,0,0,0,0,0,0
