"cnes","codmunocor","ano","tipo","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","obitos_maternos_totais","obitos_maternos_diretos","obitos_maternos_aborto","obitos_maternos_hipertensao","obitos_maternos_hemorragia","obitos_maternos_infec_puerperal"
2233401,431100,2019,"misto","Jaguarão","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",1,0,0,0,0,0
2233401,431100,2020,"misto","Jaguarão","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233401,431100,2021,"misto","Jaguarão","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233401,431100,2022,"misto","Jaguarão","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233401,431100,2023,"misto","Jaguarão","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2018,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2019,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2020,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2021,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2022,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2233428,430130,2023,"misto","Arroio Grande","Rio Grande do Sul","Sul",43021,"Regiao 21",43021,"SUL",0,0,0,0,0,0
2234386,430010,2018,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234386,430010,2019,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234386,430010,2020,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234386,430010,2021,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234386,430010,2022,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234386,430010,2023,"misto","Agudo","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234408,432070,2018,"misto","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234408,432070,2019,"misto","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234408,432070,2020,"privado","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234408,432070,2021,"privado","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234408,432070,2022,"privado","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234408,432070,2023,"privado","Sobradinho","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2018,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2019,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2020,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2021,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2022,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234416,430280,2023,"misto","Caçapava do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234424,430120,2018,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",1,1,0,0,0,0
2234424,430120,2019,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234424,430120,2020,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234424,430120,2021,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234424,430120,2022,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",1,1,0,1,0,0
2234424,430120,2023,"misto","Arroio do Tigre","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2018,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2019,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2020,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2021,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2022,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",0,0,0,0,0,0
2234432,430690,2023,"misto","Encruzilhada do Sul","Rio Grande do Sul","Sul",43027,"Regiao 27",43027,"VALES",1,1,1,0,0,0
2234467,431402,2018,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234467,431402,2019,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234467,431402,2020,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234467,431402,2021,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234467,431402,2022,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2234467,431402,2023,"misto","Paraíso do Sul","Rio Grande do Sul","Sul",43001,"Regiao 01",43001,"CENTRO-OESTE",0,0,0,0,0,0
2235307,430530,2018,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235307,430530,2019,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235307,430530,2020,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235307,430530,2021,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235307,430530,2022,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235307,430530,2023,"misto","Chapada","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235323,431370,2018,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235323,431370,2019,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235323,431370,2020,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235323,431370,2021,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",1,1,0,0,0,0
2235323,431370,2022,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235323,431370,2023,"misto","Palmeira das Missões","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2018,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2019,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2020,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2021,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2022,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235366,432195,2023,"misto","Trindade do Sul","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235404,432010,2018,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",1,1,0,0,1,0
2235404,432010,2019,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235404,432010,2020,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235404,432010,2021,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235404,432010,2022,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235404,432010,2023,"misto","Sarandi","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2018,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2019,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2020,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2021,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2022,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235412,431610,2023,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235420,431610,2018,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235420,431610,2019,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235420,431610,2020,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235420,431610,2021,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235420,431610,2022,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",2,2,0,0,2,0
2235420,431610,2023,"misto","Ronda Alta","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2018,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2019,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2020,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2021,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2022,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235447,431620,2023,"misto","Rondinha","Rio Grande do Sul","Sul",43020,"Regiao 20 - Rota Da Producao",43020,"NORTE",0,0,0,0,0,0
2235609,430440,2018,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2235609,430440,2019,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2235609,430440,2020,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2235609,430440,2021,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2235609,430440,2022,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2235609,430440,2023,"misto","Canela","Rio Grande do Sul","Sul",43023,"Regiao 23",43023,"SERRA",0,0,0,0,0,0
2236338,432253,2018,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236338,432253,2019,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236338,432253,2020,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236338,432253,2021,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236338,432253,2022,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236338,432253,2023,"misto","Vale do Sol","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236346,432067,2018,"misto","Sinimbu","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236346,432067,2019,"misto","Sinimbu","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2018,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2019,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2020,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2021,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2022,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236354,432270,2023,"misto","Vera Cruz","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236362,430420,2018,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236362,430420,2019,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236362,430420,2020,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",1,1,0,0,0,0
2236362,430420,2021,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236362,430420,2022,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236362,430420,2023,"misto","Candelária","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236370,432260,2018,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236370,432260,2019,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236370,432260,2020,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236370,432260,2021,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2236370,432260,2022,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",1,1,0,0,1,0
2236370,432260,2023,"misto","Venâncio Aires","Rio Grande do Sul","Sul",43028,"Regiao 28",43028,"VALES",0,0,0,0,0,0
2237156,431490,2018,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237156,431490,2019,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237156,431490,2020,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237156,431490,2021,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237156,431490,2022,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237156,431490,2023,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237253,431490,2018,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,0,0,0,0,0
2237253,431490,2019,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237253,431490,2020,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",3,1,0,1,0,0
2237253,431490,2021,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237253,431490,2022,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237253,431490,2023,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,1,0,0,0,0
2237571,431490,2018,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,1,0,0,0,0
2237571,431490,2019,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,1,0,0,1,0
2237571,431490,2020,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237571,431490,2021,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",5,0,0,0,0,0
2237571,431490,2022,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,1,0,1,0,0
2237571,431490,2023,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,1,0,1,0,0
2237598,431490,2018,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237598,431490,2019,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237598,431490,2020,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237598,431490,2021,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237598,431490,2022,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237598,431490,2023,"privado","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237601,431490,2018,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,1,0,0,0,0
2237601,431490,2019,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237601,431490,2020,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,1,0,1,0,0
2237601,431490,2021,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",4,0,0,0,0,0
2237601,431490,2022,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",2,1,0,1,0,0
2237601,431490,2023,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237822,431490,2018,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237822,431490,2019,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237822,431490,2020,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,0,0,0,0,0
2237822,431490,2021,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237822,431490,2022,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",1,1,0,0,0,1
2237822,431490,2023,"publico","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2018,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2019,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2020,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2021,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2022,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2237849,431490,2023,"misto","Porto Alegre","Rio Grande do Sul","Sul",43010,"Regiao 10",43010,"METROPOLITANA",0,0,0,0,0,0
2238810,432030,2018,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2238810,432030,2019,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2238810,432030,2020,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2238810,432030,2021,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2238810,432030,2022,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2238810,432030,2023,"misto","Selbach","Rio Grande do Sul","Sul",43012,"Regiao 12",43012,"MISSIONEIRA",0,0,0,0,0,0
2240335,430790,2018,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2240335,430790,2019,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2240335,430790,2020,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2240335,430790,2021,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2240335,430790,2022,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2240335,430790,2023,"misto","Farroupilha","Rio Grande do Sul","Sul",43026,"Regiao 26",43026,"SERRA",0,0,0,0,0,0
2241013,430645,2018,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241013,430645,2019,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241013,430645,2020,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241013,430645,2021,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241013,430645,2022,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241013,430645,2023,"misto","Dois Lajeados","Rio Grande do Sul","Sul",43029,"Regiao 29",43029,"VALES",0,0,0,0,0,0
2241021,430210,2018,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",0,0,0,0,0,0
2241021,430210,2019,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",1,0,0,0,0,0
2241021,430210,2020,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",0,0,0,0,0,0
2241021,430210,2021,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",2,1,0,0,1,0
2241021,430210,2022,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",0,0,0,0,0,0
2241021,430210,2023,"misto","Bento Gonçalves","Rio Grande do Sul","Sul",43025,"Regiao 25",43025,"SERRA",1,1,0,1,0,0
2241048,432250,2018,"misto","Vacaria","Rio Grande do Sul","Sul",43024,"Regiao 24",43024,"SERRA",1,1,0,1,0,0
2241048,432250,2019,"misto","Vacaria","Rio Grande do Sul","Sul",43024,"Regiao 24",43024,"SERRA",0,0,0,0,0,0
2241048,432250,2020,"misto","Vacaria","Rio Grande do Sul","Sul",43024,"Regiao 24",43024,"SERRA",1,0,0,0,0,0
2241048,432250,2021,"misto","Vacaria","Rio Grande do Sul","Sul",43024,"Regiao 24",43024,"SERRA",2,1,1,0,0,0
2241048,432250,2022,"misto","Vacaria","Rio Grande do Sul","Sul",43024,"Regiao 24",43024,"SERRA",0,0,0,0,0,0
