"cnes","codmunocor","ano","tipo","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude","obitos_maternos_totais","obitos_maternos_diretos","obitos_maternos_aborto","obitos_maternos_hipertensao","obitos_maternos_hemorragia","obitos_maternos_infec_puerperal"
2547090,320370,2021,"misto","Muniz Freire","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547090,320370,2022,"misto","Muniz Freire","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547090,320370,2023,"misto","Muniz Freire","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2018,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2019,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2020,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2021,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2022,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547317,320480,2023,"publico","São José do Calçado","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547821,320120,2018,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",1,0,0,0,0,0
2547821,320120,2019,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",1,1,0,0,0,0
2547821,320120,2020,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",1,1,0,1,0,0
2547821,320120,2021,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",1,1,0,1,0,0
2547821,320120,2022,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2547821,320120,2023,"misto","Cachoeiro de Itapemirim","Espírito Santo","Sudeste",32004,"Sul",32004,"SUL",0,0,0,0,0,0
2549182,292640,2018,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549182,292640,2019,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549182,292640,2020,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549182,292640,2021,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549182,292640,2022,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549182,292640,2023,"publico","Riacho de Santana","Bahia","Nordeste",29007,"Guanambi",29007,"SUDOESTE (NBS - VITORIA CONQUISTA)",0,0,0,0,0,0
2549263,410290,2018,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549263,410290,2019,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549263,410290,2020,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549263,410290,2021,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549263,410290,2022,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549263,410290,2023,"publico","Bituruna","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2018,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2019,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2020,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2021,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2022,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549328,410680,2023,"publico","Cruz Machado","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2018,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2019,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2020,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2021,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2022,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2549751,412560,2023,"misto","São Mateus do Sul","Paraná","Sul",41006,"6ª Rs Uniao Da Vitoria",41006,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2550032,292890,2018,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550032,292890,2019,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550032,292890,2020,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550032,292890,2021,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550032,292890,2022,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550032,292890,2023,"publico","São Desidério","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2018,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2019,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2020,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2021,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2022,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550407,290940,2023,"publico","Cotegipe","Bahia","Nordeste",29002,"Barreiras",29002,"OESTE (NBS - BARREIRAS)",0,0,0,0,0,0
2550555,291800,2018,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550555,291800,2019,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550555,291800,2020,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550555,291800,2021,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550555,291800,2022,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550555,291800,2023,"privado","Jequié","Bahia","Nordeste",29015,"Jequie",29015,"SUL (NBS - ILHEUS)",0,0,0,0,0,0
2550679,520410,2018,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550679,520410,2019,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550679,520410,2020,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550679,520410,2021,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550679,520410,2022,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550679,520410,2023,"publico","Cachoeira Alta","Goiás","Centro-Oeste",52015,"Sudoeste I",52015,"MACRORREGIAO SUDOESTE",0,0,0,0,0,0
2550792,411370,2018,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",2,1,0,0,0,0
2550792,411370,2019,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",1,0,0,0,0,0
2550792,411370,2020,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",3,3,0,2,0,0
2550792,411370,2021,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",5,0,0,0,0,0
2550792,411370,2022,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",2,1,0,1,0,0
2550792,411370,2023,"misto","Londrina","Paraná","Sul",41017,"17ª Rs Londrina",41017,"MACRORREGIONAL NORTE",1,0,0,0,0,0
2550938,420150,2018,"misto","Armazém","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550938,420150,2019,"misto","Armazém","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2018,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2019,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2020,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2021,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2022,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2550962,420880,2023,"misto","Jaguaruna","Santa Catarina","Sul",42016,"Laguna",42016,"SUL",0,0,0,0,0,0
2551764,260120,2018,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",1,1,0,0,1,0
2551764,260120,2019,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",0,0,0,0,0,0
2551764,260120,2020,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",1,1,0,0,1,0
2551764,260120,2021,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",0,0,0,0,0,0
2551764,260120,2022,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",0,0,0,0,0,0
2551764,260120,2023,"publico","Arcoverde","Pernambuco","Nordeste",26002,"Arcoverde",26002,"SERTAO",0,0,0,0,0,0
2551918,220110,2018,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551918,220110,2019,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551918,220110,2020,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551918,220110,2021,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551918,220110,2022,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551918,220110,2023,"publico","Avelino Lopes","Piauí","Nordeste",22002,"Chapada Das Mangabeiras",22002,"CERRADOS",0,0,0,0,0,0
2551926,221100,2018,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",0,0,0,0,0,0
2551926,221100,2019,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",0,0,0,0,0,0
2551926,221100,2020,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",0,0,0,0,0,0
2551926,221100,2021,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",2,2,0,0,0,0
2551926,221100,2022,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",1,1,0,1,0,0
2551926,221100,2023,"privado","Teresina","Piauí","Nordeste",22004,"Entre Rios",22004,"MEIO NORTE",1,1,0,1,0,0
2552086,230640,2018,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",2,1,0,0,0,0
2552086,230640,2019,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",3,1,0,0,0,0
2552086,230640,2020,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",4,1,0,0,0,0
2552086,230640,2021,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",5,5,0,2,1,2
2552086,230640,2022,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",1,1,0,0,1,0
2552086,230640,2023,"misto","Itapipoca","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2552345,230180,2018,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2552345,230180,2019,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2552345,230180,2020,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2552345,230180,2021,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2552345,230180,2022,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2552345,230180,2023,"publico","Baixio","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2553066,421090,2018,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553066,421090,2019,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553066,421090,2020,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553066,421090,2021,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553066,421090,2022,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553066,421090,2023,"misto","Modelo","Santa Catarina","Sul",42001,"Extremo Oeste",42001,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2018,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2019,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2020,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2021,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2022,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553155,421690,2023,"misto","São Lourenço do Oeste","Santa Catarina","Sul",42003,"Xanxere",42003,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2018,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2019,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2020,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2021,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2022,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2553163,420410,2023,"misto","Caxambu do Sul","Santa Catarina","Sul",42002,"Oeste",42002,"GRANDE OESTE",0,0,0,0,0,0
2554011,411390,2018,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554011,411390,2019,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554011,411390,2020,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554011,411390,2021,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554011,411390,2022,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554011,411390,2023,"misto","Mallet","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554097,412150,2018,"misto","Rebouças","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2018,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2019,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2020,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2021,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2022,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554429,412200,2023,"misto","Rio Azul","Paraná","Sul",41004,"4ª Rs Irati",41004,"MACRORREGIONAL LESTE",0,0,0,0,0,0
2554518,230750,2018,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554518,230750,2019,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554518,230750,2020,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554518,230750,2021,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554518,230750,2022,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554518,230750,2023,"misto","Lavras da Mangabeira","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554623,230725,2018,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554623,230725,2019,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554623,230725,2020,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554623,230725,2021,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554623,230725,2022,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554623,230725,2023,"publico","Jijoca de Jericoacoara","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2018,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2019,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2020,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2021,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2022,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554658,230565,2023,"publico","Ipaporanga","Ceará","Nordeste",23011,"5ª Rs Sobral",23011,"SOBRAL",0,0,0,0,0,0
2554755,230395,2018,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554755,230395,2019,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554755,230395,2020,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554755,230395,2021,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554755,230395,2022,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554755,230395,2023,"publico","Chorozinho","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554771,230570,2018,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554771,230570,2019,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554771,230570,2020,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554771,230570,2021,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554771,230570,2022,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554771,230570,2023,"publico","Ipaumirim","Ceará","Nordeste",23023,"2ª Rs Cariri",23023,"CARIRI",0,0,0,0,0,0
2554798,230770,2018,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554798,230770,2019,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554798,230770,2020,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554798,230770,2021,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554798,230770,2022,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2554798,230770,2023,"publico","Maranguape","Ceará","Nordeste",23001,"1ª Rs Fortaleza",23001,"FORTALEZA",0,0,0,0,0,0
2555646,421660,2018,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",4,1,0,0,0,0
2555646,421660,2019,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",3,1,0,0,1,0
2555646,421660,2020,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",2,2,0,1,0,0
2555646,421660,2021,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",1,1,1,0,0,0
2555646,421660,2022,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",2,2,1,0,1,0
2555646,421660,2023,"publico","São José","Santa Catarina","Sul",42007,"Grande Florianopolis",42007,"GRANDE FLORIANOPOLIS",1,0,0,0,0,0
2555840,421170,2018,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",0,0,0,0,0,0
2555840,421170,2019,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",0,0,0,0,0,0
2555840,421170,2020,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",1,0,0,0,0,0
2555840,421170,2021,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",0,0,0,0,0,0
2555840,421170,2022,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",0,0,0,0,0,0
2555840,421170,2023,"misto","Orleans","Santa Catarina","Sul",42015,"Carbonifera",42015,"SUL",0,0,0,0,0,0
2555956,170100,2018,"publico","Ananás","Tocantins","Norte",17002,"Bico Do Papagaio",17002,"MACRORREGIAO DE SAUDE NORTE",0,0,0,0,0,0
2555956,170100,2019,"publico","Ananás","Tocantins","Norte",17002,"Bico Do Papagaio",17002,"MACRORREGIAO DE SAUDE NORTE",0,0,0,0,0,0
2555956,170100,2020,"publico","Ananás","Tocantins","Norte",17002,"Bico Do Papagaio",17002,"MACRORREGIAO DE SAUDE NORTE",0,0,0,0,0,0
